Age,Potential,Value_Raw,Wage_Raw,Value_Numeric,Wage_Numeric,Height_cm,Weight_kg,Crossing,Finishing,Heading_accuracy,Short_passing,Volleys,Dribbling,Curve,FK_Accuracy,Long_passing,Ball_control,Acceleration,Sprint_speed,Agility,Reactions,Balance,Shot_power,Jumping,Stamina,Strength,Long_shots,Aggression,Interceptions,Vision,Penalties,Composure,Standing_tackle,GK_Diving,GK_Handling,GK_Kicking,GK_Positioning,GK_Reflexes,Positions_CAM,Positions_CB,Positions_CDM,Positions_CF,Positions_CM,Positions_GK,Positions_LAM,Positions_LB,Positions_LCB,Positions_LCM,Positions_LDM,Positions_LM,Positions_LS,Positions_LW,Positions_LWB,Positions_RAM,Positions_RB,Positions_RCB,Positions_RCM,Positions_RDM,Positions_RES,Positions_RF,Positions_RM,Positions_RS,Positions_RW,Positions_RWB,Positions_ST,Preferred_Foot_Left,Preferred_Foot_Right
24.0,78.0,182,129,6000000.0,9000.0,182.0,73.0,69.0,70.0,32.0,75.0,55.0,77.0,62.0,70.0,72.0,74.0,75.0,74.0,75.0,70.0,63.0,63.0,58.0,82.0,64.0,71.0,58.0,65.0,75.0,64.0,70.0,66.0,14.0,13.0,13.0,10.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
26.0,71.0,5,61,1500000.0,3000.0,191.0,85.0,40.0,31.0,69.0,56.0,38.0,39.0,40.0,34.0,46.0,51.0,49.0,33.0,35.0,66.0,34.0,60.0,74.0,58.0,81.0,30.0,76.0,67.0,42.0,46.0,61.0,73.0,6.0,7.0,12.0,15.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,78.0,15,49,11500000.0,30000.0,187.0,83.0,27.0,25.0,77.0,76.0,26.0,68.0,33.0,24.0,66.0,69.0,68.0,78.0,67.0,77.0,65.0,52.0,84.0,74.0,80.0,23.0,78.0,77.0,56.0,39.0,67.0,79.0,8.0,15.0,13.0,7.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,77.0,56,30,2300000.0,1000.0,185.0,77.0,15.0,7.0,9.0,23.0,9.0,9.0,12.0,12.0,16.0,17.0,26.0,28.0,32.0,65.0,45.0,50.0,45.0,25.0,45.0,6.0,21.0,9.0,31.0,11.0,28.0,12.0,66.0,64.0,66.0,68.0,69.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,78.0,0,0,0.0,0.0,178.0,73.0,74.0,64.0,48.0,77.0,65.0,79.0,76.0,84.0,74.0,80.0,83.0,83.0,71.0,75.0,71.0,85.0,69.0,88.0,64.0,80.0,60.0,70.0,86.0,70.0,72.0,75.0,7.0,10.0,14.0,9.0,12.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
28.0,82.0,83,77,27500000.0,53000.0,180.0,71.0,87.0,56.0,68.0,79.0,47.0,77.0,77.0,46.0,74.0,77.0,79.0,83.0,76.0,80.0,78.0,74.0,77.0,84.0,67.0,70.0,77.0,81.0,74.0,55.0,76.0,80.0,13.0,10.0,7.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
21.0,60.0,47,72,180000.0,4000.0,180.0,77.0,48.0,39.0,50.0,58.0,38.0,55.0,38.0,37.0,51.0,54.0,63.0,52.0,61.0,54.0,61.0,42.0,59.0,52.0,61.0,36.0,62.0,51.0,50.0,50.0,49.0,55.0,9.0,8.0,8.0,14.0,13.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
22.0,82.0,173,54,6500000.0,34000.0,187.0,79.0,68.0,39.0,70.0,71.0,35.0,68.0,69.0,40.0,65.0,70.0,75.0,71.0,68.0,71.0,74.0,57.0,81.0,74.0,76.0,42.0,74.0,72.0,61.0,45.0,69.0,73.0,13.0,7.0,12.0,13.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,66.0,22,30,120000.0,1000.0,170.0,66.0,45.0,42.0,32.0,51.0,36.0,54.0,42.0,39.0,50.0,53.0,64.0,63.0,52.0,49.0,81.0,44.0,31.0,44.0,42.0,38.0,39.0,30.0,48.0,41.0,50.0,31.0,7.0,7.0,11.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,64.0,135,73,400000.0,0.0,189.0,77.0,27.0,22.0,60.0,51.0,22.0,55.0,20.0,20.0,44.0,54.0,69.0,69.0,41.0,58.0,54.0,33.0,76.0,68.0,76.0,15.0,56.0,59.0,44.0,34.0,60.0,60.0,7.0,13.0,12.0,14.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,63.0,101,48,300000.0,2000.0,176.0,72.0,41.0,63.0,58.0,52.0,43.0,57.0,41.0,34.0,36.0,54.0,55.0,59.0,51.0,61.0,70.0,63.0,56.0,60.0,54.0,58.0,33.0,17.0,54.0,74.0,51.0,21.0,6.0,9.0,5.0,12.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
22.0,75.0,9,85,1900000.0,5000.0,173.0,62.0,60.0,56.0,50.0,68.0,46.0,65.0,52.0,51.0,67.0,65.0,80.0,69.0,88.0,65.0,89.0,52.0,59.0,78.0,45.0,57.0,66.0,64.0,65.0,57.0,64.0,62.0,10.0,10.0,11.0,14.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,65.0,178,111,625000.0,7000.0,178.0,79.0,65.0,58.0,58.0,61.0,22.0,64.0,41.0,28.0,52.0,67.0,65.0,62.0,56.0,60.0,65.0,52.0,68.0,65.0,69.0,38.0,58.0,62.0,35.0,37.0,48.0,60.0,14.0,12.0,11.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
27.0,64.0,178,98,625000.0,6000.0,181.0,76.0,44.0,68.0,63.0,56.0,47.0,63.0,39.0,44.0,32.0,64.0,79.0,83.0,71.0,60.0,71.0,57.0,76.0,56.0,65.0,60.0,72.0,35.0,55.0,60.0,58.0,26.0,5.0,9.0,9.0,5.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
27.0,60.0,79,30,250000.0,1000.0,174.0,77.0,55.0,60.0,54.0,54.0,62.0,61.0,53.0,44.0,48.0,60.0,72.0,74.0,83.0,54.0,78.0,65.0,33.0,65.0,60.0,60.0,33.0,26.0,53.0,58.0,51.0,32.0,8.0,6.0,7.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
19.0,56.0,11,30,100000.0,1000.0,178.0,65.0,48.0,45.0,45.0,51.0,38.0,53.0,45.0,33.0,45.0,51.0,70.0,70.0,62.0,44.0,62.0,44.0,49.0,54.0,40.0,40.0,36.0,45.0,41.0,42.0,44.0,48.0,6.0,7.0,13.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
19.0,69.0,76,48,240000.0,2000.0,188.0,77.0,27.0,25.0,53.0,33.0,30.0,32.0,24.0,28.0,31.0,33.0,58.0,58.0,48.0,45.0,54.0,39.0,59.0,54.0,64.0,25.0,44.0,53.0,30.0,31.0,44.0,63.0,8.0,12.0,13.0,12.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,82.0,40,49,16000000.0,30000.0,178.0,66.0,58.0,79.0,75.0,69.0,77.0,78.0,59.0,52.0,57.0,77.0,82.0,85.0,76.0,76.0,76.0,79.0,86.0,65.0,73.0,72.0,56.0,18.0,62.0,71.0,77.0,15.0,10.0,12.0,12.0,13.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
19.0,75.0,156,30,500000.0,1000.0,189.0,78.0,15.0,8.0,20.0,35.0,10.0,25.0,22.0,15.0,30.0,22.0,30.0,31.0,45.0,48.0,30.0,44.0,53.0,20.0,55.0,10.0,20.0,12.0,30.0,22.0,22.0,24.0,60.0,60.0,58.0,60.0,61.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,59.0,11,72,100000.0,4000.0,186.0,79.0,26.0,16.0,43.0,33.0,26.0,36.0,28.0,29.0,28.0,28.0,50.0,42.0,44.0,46.0,50.0,32.0,45.0,56.0,60.0,18.0,43.0,50.0,35.0,33.0,42.0,49.0,11.0,10.0,6.0,13.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23.0,67.0,156,30,500000.0,1000.0,191.0,89.0,34.0,66.0,62.0,50.0,53.0,59.0,39.0,33.0,32.0,58.0,58.0,63.0,56.0,57.0,47.0,58.0,70.0,57.0,72.0,57.0,32.0,17.0,41.0,58.0,46.0,12.0,8.0,8.0,15.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
23.0,70.0,210,48,925000.0,2000.0,175.0,68.0,60.0,60.0,56.0,58.0,58.0,70.0,50.0,40.0,50.0,64.0,78.0,77.0,64.0,52.0,78.0,60.0,62.0,55.0,48.0,57.0,57.0,39.0,60.0,58.0,66.0,48.0,11.0,14.0,9.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
20.0,60.0,11,73,100000.0,0.0,170.0,64.0,35.0,37.0,46.0,52.0,32.0,52.0,32.0,38.0,54.0,53.0,56.0,51.0,58.0,50.0,89.0,46.0,42.0,56.0,47.0,41.0,57.0,49.0,43.0,40.0,45.0,48.0,10.0,10.0,7.0,12.0,6.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
26.0,79.0,154,43,5500000.0,26000.0,188.0,80.0,35.0,27.0,75.0,73.0,32.0,66.0,33.0,31.0,65.0,71.0,35.0,60.0,40.0,74.0,33.0,42.0,69.0,65.0,73.0,28.0,73.0,75.0,43.0,38.0,58.0,77.0,9.0,10.0,11.0,12.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,71.0,1,98,1100000.0,6000.0,173.0,66.0,60.0,58.0,51.0,56.0,53.0,61.0,55.0,56.0,52.0,61.0,88.0,87.0,82.0,57.0,85.0,66.0,64.0,62.0,49.0,54.0,56.0,32.0,56.0,59.0,49.0,37.0,8.0,7.0,5.0,13.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
19.0,66.0,79,48,250000.0,2000.0,176.0,72.0,50.0,39.0,43.0,62.0,26.0,59.0,38.0,44.0,53.0,56.0,59.0,60.0,45.0,59.0,49.0,50.0,39.0,53.0,46.0,34.0,50.0,52.0,56.0,53.0,43.0,44.0,14.0,13.0,14.0,10.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
32.0,74.0,94,29,3400000.0,19000.0,184.0,85.0,68.0,73.0,74.0,65.0,69.0,71.0,66.0,58.0,70.0,70.0,75.0,77.0,72.0,70.0,63.0,80.0,80.0,70.0,82.0,67.0,71.0,29.0,70.0,76.0,74.0,46.0,10.0,16.0,13.0,12.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
22.0,65.0,84,30,275000.0,1000.0,187.0,83.0,41.0,39.0,53.0,56.0,32.0,54.0,38.0,34.0,54.0,60.0,55.0,69.0,50.0,46.0,55.0,60.0,64.0,58.0,75.0,43.0,60.0,50.0,48.0,35.0,41.0,55.0,5.0,12.0,12.0,11.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,79.0,173,18,6500000.0,15000.0,183.0,78.0,62.0,78.0,70.0,68.0,75.0,70.0,64.0,60.0,52.0,68.0,80.0,82.0,77.0,75.0,74.0,72.0,81.0,72.0,71.0,68.0,54.0,34.0,62.0,65.0,63.0,28.0,9.0,10.0,11.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
29.0,66.0,203,85,850000.0,5000.0,183.0,70.0,68.0,57.0,45.0,64.0,50.0,69.0,51.0,53.0,65.0,73.0,63.0,63.0,53.0,66.0,64.0,58.0,51.0,34.0,50.0,50.0,43.0,30.0,65.0,55.0,64.0,37.0,6.0,10.0,9.0,14.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,86.0,125,18,4100000.0,15000.0,185.0,74.0,54.0,72.0,70.0,59.0,58.0,65.0,58.0,51.0,48.0,66.0,82.0,85.0,76.0,66.0,65.0,81.0,83.0,64.0,71.0,59.0,52.0,28.0,54.0,66.0,69.0,29.0,9.0,14.0,11.0,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
21.0,73.0,156,48,500000.0,2000.0,182.0,71.0,49.0,44.0,28.0,56.0,32.0,58.0,41.0,40.0,45.0,54.0,92.0,81.0,85.0,53.0,90.0,45.0,59.0,52.0,57.0,35.0,37.0,39.0,50.0,40.0,47.0,29.0,10.0,8.0,14.0,5.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
24.0,83.0,35,43,15500000.0,26000.0,173.0,74.0,77.0,63.0,68.0,76.0,61.0,78.0,74.0,72.0,67.0,76.0,79.0,78.0,76.0,75.0,79.0,62.0,77.0,77.0,67.0,59.0,71.0,72.0,74.0,49.0,74.0,74.0,8.0,8.0,6.0,6.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,66.0,47,30,180000.0,1000.0,174.0,68.0,45.0,30.0,42.0,27.0,33.0,62.0,35.0,39.0,26.0,54.0,68.0,63.0,71.0,42.0,78.0,32.0,37.0,43.0,44.0,33.0,52.0,52.0,39.0,46.0,39.0,54.0,5.0,12.0,6.0,11.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
20.0,67.0,70,48,220000.0,2000.0,180.0,76.0,46.0,49.0,48.0,56.0,42.0,51.0,41.0,39.0,55.0,53.0,61.0,62.0,63.0,53.0,64.0,56.0,53.0,60.0,58.0,47.0,60.0,51.0,48.0,40.0,49.0,52.0,9.0,6.0,14.0,11.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.0,83.0,5,48,1500000.0,2000.0,183.0,62.0,60.0,51.0,46.0,67.0,47.0,71.0,65.0,55.0,64.0,70.0,70.0,73.0,77.0,65.0,75.0,55.0,54.0,50.0,53.0,48.0,51.0,50.0,72.0,56.0,70.0,51.0,13.0,13.0,5.0,10.0,12.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,73.0,203,73,850000.0,0.0,179.0,74.0,53.0,29.0,43.0,61.0,28.0,57.0,28.0,33.0,47.0,60.0,75.0,73.0,75.0,59.0,71.0,26.0,57.0,68.0,59.0,24.0,50.0,57.0,44.0,35.0,56.0,60.0,9.0,5.0,6.0,6.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,58.0,11,85,100000.0,5000.0,184.0,77.0,26.0,16.0,48.0,42.0,30.0,31.0,26.0,25.0,33.0,32.0,58.0,60.0,46.0,42.0,57.0,34.0,50.0,58.0,55.0,22.0,47.0,51.0,32.0,30.0,42.0,53.0,7.0,14.0,13.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
21.0,77.0,3,61,1300000.0,3000.0,188.0,75.0,12.0,6.0,9.0,22.0,8.0,8.0,11.0,8.0,21.0,13.0,23.0,14.0,28.0,63.0,31.0,43.0,39.0,19.0,44.0,7.0,26.0,6.0,28.0,15.0,35.0,11.0,65.0,61.0,57.0,62.0,67.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
30.0,78.0,0,0,0.0,0.0,183.0,77.0,51.0,83.0,81.0,68.0,72.0,73.0,66.0,47.0,49.0,77.0,67.0,75.0,69.0,76.0,63.0,79.0,85.0,71.0,76.0,72.0,58.0,32.0,56.0,79.0,70.0,34.0,10.0,15.0,10.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20.0,71.0,143,48,450000.0,2000.0,180.0,79.0,44.0,17.0,61.0,58.0,26.0,22.0,31.0,30.0,55.0,33.0,61.0,55.0,44.0,47.0,64.0,35.0,68.0,63.0,66.0,23.0,56.0,55.0,31.0,33.0,40.0,65.0,9.0,5.0,8.0,11.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
22.0,81.0,219,37,9000000.0,23000.0,187.0,81.0,59.0,64.0,60.0,76.0,58.0,81.0,68.0,63.0,76.0,77.0,75.0,78.0,74.0,73.0,70.0,77.0,78.0,77.0,77.0,74.0,73.0,69.0,74.0,56.0,76.0,70.0,10.0,15.0,13.0,9.0,10.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
26.0,75.0,182,3,6000000.0,10000.0,169.0,69.0,70.0,72.0,50.0,77.0,62.0,71.0,55.0,47.0,65.0,72.0,90.0,90.0,90.0,71.0,90.0,71.0,71.0,83.0,59.0,70.0,48.0,28.0,67.0,62.0,70.0,31.0,12.0,12.0,14.0,11.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.0,68.0,106,127,325000.0,0.0,183.0,75.0,13.0,6.0,15.0,27.0,8.0,15.0,11.0,12.0,26.0,11.0,34.0,32.0,42.0,52.0,49.0,45.0,41.0,22.0,44.0,7.0,15.0,8.0,40.0,16.0,28.0,15.0,57.0,58.0,60.0,58.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,68.0,67,105,210000.0,0.0,190.0,80.0,38.0,34.0,55.0,55.0,32.0,49.0,38.0,40.0,53.0,50.0,54.0,57.0,46.0,51.0,45.0,46.0,65.0,60.0,72.0,38.0,55.0,49.0,46.0,46.0,45.0,51.0,8.0,11.0,13.0,8.0,7.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24.0,76.0,126,18,4200000.0,15000.0,182.0,72.0,65.0,72.0,60.0,74.0,66.0,74.0,67.0,59.0,57.0,75.0,83.0,76.0,79.0,69.0,61.0,70.0,80.0,84.0,73.0,68.0,41.0,24.0,69.0,62.0,68.0,25.0,12.0,9.0,6.0,11.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
28.0,76.0,154,12,5500000.0,13000.0,187.0,90.0,60.0,52.0,69.0,63.0,44.0,48.0,56.0,48.0,57.0,61.0,66.0,72.0,69.0,70.0,57.0,53.0,82.0,82.0,90.0,56.0,87.0,73.0,63.0,49.0,69.0,74.0,14.0,11.0,10.0,6.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19.0,60.0,209,73,90000.0,0.0,190.0,76.0,21.0,20.0,42.0,33.0,25.0,30.0,25.0,29.0,24.0,30.0,57.0,55.0,49.0,41.0,50.0,35.0,48.0,34.0,61.0,22.0,47.0,50.0,30.0,37.0,44.0,50.0,12.0,13.0,8.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.0,78.0,1,12,1100000.0,13000.0,192.0,78.0,39.0,23.0,60.0,61.0,26.0,51.0,40.0,28.0,58.0,56.0,59.0,64.0,50.0,61.0,45.0,44.0,70.0,56.0,73.0,24.0,63.0,62.0,53.0,33.0,60.0,61.0,7.0,15.0,14.0,8.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18.0,72.0,188,73,725000.0,0.0,190.0,80.0,16.0,9.0,15.0,26.0,10.0,6.0,12.0,13.0,22.0,16.0,33.0,29.0,40.0,60.0,51.0,45.0,55.0,22.0,59.0,5.0,22.0,12.0,33.0,16.0,32.0,10.0,62.0,60.0,60.0,61.0,63.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
